22cd3544de6bfd36f14e2cfe040b51b951ed0e83611f1687477ab9d6b2db0f4a	00_第六次辅助交付验收与正式路由结论.md
da30b9af44ce6dc1b8c45af57e298f9669054987575f1cc9fa64553e7260a34b	01_辅助电脑02第七次交付指令_可重放来源证据与论文数据表.md
0f591412c7299dc4e7b860326c387e7c60d8d44f7781eadaed463de3f6a05835	02_辅助电脑二第七次交付指令_封印路由后一次性测试预测.md
4b224eb002e0ecb41452f75c4e18326e62e95a6db23896ed3017ff051b2765b5	03_主控电脑第七轮任务_独立测试评分与扩展决策.md
011116778d235ab676fbb55dec72d4c686641dd70764ff26833d5c3353e4c5d8	results/converted_nulls.jsonl
c333bf393eba30fb8499de7c5833d7dffd8cfabab2808bc271b35066887a02e3	results/converted_nulls.manifest.json
d26824f386d28f1aa34fedc0b32eef238611e2797a24c76adf7d4b24cff77861	results/data_audit_summary.json
f240b46a6ad3ae12604a92eb882131060f4692cadce4f1a364185bb04f6b1d93	results/master_round6_acceptance.json
0289dc7892fffe16d0699987d536492f0ed4b11167f22d991128020a44fe9105	results/master_round6_model_tests.log
b5009b31d237616b20f998735191b21a9766fc2ed03a8a4bf1bfceda6fa7d0cf	results/raw_route.json
70bc99dd60f8ab1265fbb5ce033305e33dfb4d6d5ab5c6634e0bf8979841dff2	results/refit_provenance_review.json
8b2c47db4909a755f409eb6e0ea7123b9664b17dbdc3790908ecdd2802df4d70	results/sealed_route.json
d141e75d1c8f4c7275821ed10de28f3f58a18fd5dc681de783bdb371b50e88d1	results/sealed_route.json.sha256
b9142d11c2f6e99b7c4da17c6c43491f97e7f1f9f73472d8bb2df42cdb69fefb	results/selection_stage/manifest.json
0ca2bb11f0040f7d0e57d2211a64c2038ede7d763efa66abcfb437de7ccafbf8	results/selection_stage/predictions.jsonl
dbde117964ef62a9053e9e31ac493739fb1b081f991518db68e4ce0281a9400b	results/selection_stage/samples.jsonl
83a2c4ccd26c4d031b9404759d8b62f01531f428113e4e75c0e783d0684ec6d3	results/selection_stage/spec.json
11a326a23d5a6379e4ca0cbe4190b9778ad4e21a79322098c3b8a6fe61576986	results/selection_stage/task.json
3f68033889c015f0d577e8e851600aca49c11f0d702e8c0fa0bbb40a28fe9fcc	results/source_clean_reaudit.json
